municipality_code,municipality_name,county_code,percent_vaccinated,population_total,population_total_m,population_total_f,area_km2,population_density,urbanization_rate,healthcare_advices,population_per_pharmacy,installations_network_gas,appartments_per_1000_persons,persons_per_library,library_readers_per_1000_persons,forests_area,unemployment_rate,unemployment_rate_m,unemployment_rate_f,revenues_per_capita,revenues_per_capita_PIT,revenues_per_capita_CIT,net_scholarization,county_name,average_wage_relative,doctors_per_1000_persons,education_share_higher,education_share_secondary,education_share_vocational,education_share_primary,tourits_per_1000_persons,percent_population_below_25,percent_population_25_60,percent_population_over_60,municipality_code_old,election_presence,percent_invalid_votes,voivodeship,PIS_party,KO_party,KONFEDERACJA_party,PSL_party,SLD_party
20402,Jemielno,204000,45.0,2826,1420,1406,124,22.8,0.0,3560.0,0,0.9,340.8,942,79,174.37,9.9,7.8,12.4,6506.21,432.8,19.09,73.19,górowski,80.2,6.0,13.56,33.3,27.88,19.81,0.0,26.362349610757253,54.77707006369427,16.454352441613587,204022,"47,73","2,18",dolnośląskie,"57,88","15,76","5,08","9,80","9,44"
20403,Niechlów,204000,45.9,4632,2343,2289,151,30.7,0.0,13653.0,0,0.6,360.3,2316,141,137.6,9.0,6.7,12.0,6072.3,524.89,23.9,78.47,górowski,80.2,6.0,13.56,33.3,27.88,19.81,0.0,25.885146804835923,56.80051813471503,14.810017271157166,204032,"48,37","1,64",dolnośląskie,"61,59","14,38","5,41","8,19","7,80"
20404,Wąsosz,204000,54.7,6913,3443,3470,197,35.1,37.8,34662.0,2304,18.0,363.2,3457,60,353.0,8.5,6.2,11.1,5827.36,658.0,47.38,83.18,górowski,80.2,6.0,13.56,33.3,27.88,19.81,0.0,27.108346593374797,55.25820917112686,15.65167076522494,204043,"49,78","2,24",dolnośląskie,"49,91","19,10","5,34","9,53","12,61"
20501,Jawor,205000,55.8,21575,10329,11246,19,1147.6,100.0,133121.0,1961,94.9,412.1,10788,125,,5.1,4.3,5.9,5636.65,949.17,93.79,104.12,jaworski,89.3,8.0,16.92,34.26,26.87,16.2,291.12,21.219003476245653,57.228273464658166,19.434530706836618,205011,"57,83","1,12",dolnośląskie,"45,97","25,42","5,61","7,72","13,32"
20502,Bolków,205000,50.6,9942,4904,5038,153,65.2,48.1,26179.0,3314,51.6,371.3,1420,81,363.65,10.9,9.9,12.1,5978.79,575.63,5.21,81.41,jaworski,89.3,8.0,16.92,34.26,26.87,16.2,291.12,23.616978475155904,56.4172198752766,17.56185878092939,205023,"49,98","2,66",dolnośląskie,"45,23","17,54","5,16","11,23","19,29"
20503,Męcinka,205000,51.3,5068,2516,2552,148,34.3,0.0,21210.0,0,17.2,328.1,1267,110,215.0,5.5,5.4,5.6,6951.03,741.13,32.64,75.54,jaworski,89.3,8.0,16.92,34.26,26.87,16.2,291.12,27.841357537490136,56.07734806629834,14.029202841357538,205032,"55,02","1,11",dolnośląskie,"57,34","16,18","5,41","9,84","9,93"
20504,Mściwojów,205000,52.0,4053,2037,2016,72,56.3,0.0,18440.0,4053,0.3,339.3,2027,45,79.0,6.5,4.3,9.2,5799.23,768.56,8.97,68.85,jaworski,89.3,8.0,16.92,34.26,26.87,16.2,291.12,26.94300518134715,56.13126079447323,14.779175919072292,205042,"54,68","1,54",dolnośląskie,"48,23","19,94","5,39","13,97","10,49"
20505,Paszowice,205000,52.1,4130,2079,2051,101,40.8,0.0,8019.0,0,34.6,317.4,1033,153,21.0,6.3,5.6,7.2,5601.9,610.09,6.72,68.99,jaworski,89.3,8.0,16.92,34.26,26.87,16.2,291.12,26.368038740920095,58.35351089588377,13.656174334140436,205052,"53,07","1,83",dolnośląskie,"52,11","17,75","5,66","11,85","11,07"
20506,Wądroże Wielkie,205000,53.8,3858,1941,1917,89,43.3,0.0,13381.0,0,1.0,328.1,1929,84,62.6,5.7,4.7,6.9,6218.04,812.47,3.56,90.06,jaworski,89.3,8.0,16.92,34.26,26.87,16.2,291.12,26.257128045619492,55.23587350959046,15.889061689994815,205062,"53,46","1,87",dolnośląskie,"50,68","17,49","4,28","18,32","7,85"
20601,Karpacz,206000,64.0,4477,2064,2413,38,117.8,100.0,26438.0,1492,76.0,596.6,4477,128,32.57,4.8,5.0,4.6,8504.95,1105.53,44.94,140.59,karkonoski,82.0,10.3,19.67,34.94,23.94,14.69,8903.15,19.00826446280992,58.34264016082198,20.01340183158365,206011,"67,41","0,85",dolnośląskie,"23,30","42,03","5,48","7,23","20,33"
20602,Kowary,206000,51.3,10266,4848,5418,37,274.6,100.0,,2567,86.7,434.2,5133,90,59.2,5.8,5.2,6.5,4983.79,819.13,34.85,80.08,karkonoski,82.0,10.3,19.67,34.94,23.94,14.69,8903.15,20.61172803428794,56.13676212741087,20.689655172413794,206021,"54,26","1,45",dolnośląskie,"32,51","31,76","6,05","8,58","19,32"
20603,Piechowice,206000,56.4,5968,2865,3103,43,138.1,100.0,26036.0,2984,80.0,405.3,5968,53,106.08,4.8,4.1,5.6,5346.98,982.55,16.37,82.11,karkonoski,82.0,10.3,19.67,34.94,23.94,14.69,8903.15,21.280160857908847,56.35053619302949,20.123994638069707,206031,"58,75","1,39",dolnośląskie,"32,35","32,93","6,61","6,72","19,84"
20604,Szklarska Poręba,206000,54.6,5968,2808,3160,75,79.1,100.0,12019.0,1989,75.2,696.5,5968,114,99.35,4.6,4.8,4.4,8323.07,936.13,24.69,80.65,karkonoski,82.0,10.3,19.67,34.94,23.94,14.69,8903.15,19.202412868632706,57.95911528150134,20.191018766756034,206041,"64,74","1,12",dolnośląskie,"28,65","38,65","5,09","5,78","19,89"
20605,Janowice Wielkie,206000,48.7,4136,2069,2067,58,71.5,0.0,,2068,0.5,358.6,1034,147,176.57,6.0,5.8,6.4,5257.61,768.43,19.15,69.23,karkonoski,82.0,10.3,19.67,34.94,23.94,14.69,8903.15,23.839458413926497,57.93036750483559,16.610251450676984,206052,"56,41","1,99",dolnośląskie,"34,65","30,54","6,08","7,20","19,99"
20606,Jeżów Sudecki,206000,51.1,7663,3732,3931,94,81.3,0.0,14707.0,7663,40.8,341.4,2554,72,366.93,3.7,4.0,3.5,5186.03,1261.38,3.17,61.09,karkonoski,82.0,10.3,19.67,34.94,23.94,14.69,8903.15,26.53007960328853,57.627561007438345,14.498238287876811,206062,"59,68","0,96",dolnośląskie,"29,94","32,21","5,74","8,94","21,44"
20607,Mysłakowice,206000,52.4,9867,4819,5048,88,112.2,0.0,28009.0,4934,22.6,407.6,3289,64,500.77,6.4,5.9,7.1,5309.75,888.93,15.16,80.74,karkonoski,82.0,10.3,19.67,34.94,23.94,14.69,8903.15,23.796493361710752,58.15344076213641,16.2460727678119,206072,"57,45","1,23",dolnośląskie,"36,25","30,46","6,57","8,19","16,77"
20608,Podgórzyn,206000,54.0,8254,4021,4233,83,100.0,0.0,29741.0,8254,47.1,373.3,1651,75,218.34,5.4,5.2,5.7,5859.38,900.27,14.19,80.58,karkonoski,82.0,10.3,19.67,34.94,23.94,14.69,8903.15,23.103949600193847,56.687666585897745,18.051853646716744,206082,"57,83","1,78",dolnośląskie,"31,35","33,73","6,28","8,07","18,57"
20609,Stara Kamienica,206000,55.5,5285,2604,2681,111,47.8,0.0,10623.0,5285,4.1,358.9,1762,99,303.54,5.8,5.6,6.0,5670.2,683.64,9.74,85.9,karkonoski,82.0,10.3,19.67,34.94,23.94,14.69,8903.15,24.3519394512772,57.824030274361405,16.234626300851467,206092,"51,97","1,43",dolnośląskie,"38,17","25,68","7,04","7,75","19,91"
20701,Kamienna Góra,207000,59.0,18073,8625,9448,18,1001.8,100.0,91543.0,3012,91.7,441.8,6024,73,29.61,4.4,4.4,4.4,5322.16,828.27,41.34,99.3,kamiennogórski,82.1,14.3,15.22,32.51,29.91,16.35,197.89,21.125435732861174,56.06152824655564,20.184806064294804,207011,"55,08","1,39",dolnośląskie,"39,80","34,33","4,97","3,88","15,58"
20702,Kamienna Góra,207000,56.8,8904,4442,4462,158,56.3,0.0,13168.0,0,14.8,332.3,2226,160,193.13,4.0,4.1,3.8,5704.61,825.24,18.59,74.94,kamiennogórski,82.1,14.3,15.22,32.51,29.91,16.35,197.89,27.33602875112309,57.4685534591195,13.522012578616351,207022,"56,52","1,80",dolnośląskie,"44,42","31,60","5,98","5,35","10,97"
20703,Lubawka,207000,58.8,10465,5113,5352,138,75.8,54.9,39016.0,10465,53.9,415.5,5233,94,150.14,4.1,3.7,4.6,4702.18,689.15,33.33,91.89,kamiennogórski,82.1,14.3,15.22,32.51,29.91,16.35,197.89,23.048256091734352,56.85618729096989,18.232202580028666,207033,"56,02","1,55",dolnośląskie,"39,64","31,64","5,24","5,05","16,91"
20704,Marciszów,207000,51.8,4375,2203,2172,82,53.6,0.0,12223.0,0,0.4,391.5,1458,175,178.74,4.9,4.7,5.0,5249.09,606.8,9.29,79.83,kamiennogórski,82.1,14.3,15.22,32.51,29.91,16.35,197.89,24.251428571428573,56.98285714285715,16.57142857142857,207042,"51,15","1,69",dolnośląskie,"45,06","25,61","5,44","6,33","14,83"
20801,Duszniki-Zdrój,208000,55.4,4271,1977,2294,22,191.7,100.0,28143.0,2136,87.5,482.8,2136,94,184.12,5.7,5.8,5.6,7388.6,909.69,20.94,91.17,kłodzki,86.0,15.7,17.07,37.24,23.53,16.38,1860.16,18.8948723952236,53.54717864668695,24.069304612502926,208011,"60,90","1,08",dolnośląskie,"38,90","32,16","6,66","5,12","14,78"
20802,Kłodzko,208000,57.4,25869,12087,13782,25,1041.4,100.0,179167.0,1848,90.5,458.3,8623,112,30.0,6.3,6.4,6.3,5087.02,915.97,49.56,117.37,kłodzki,86.0,15.7,17.07,37.24,23.53,16.38,1860.16,20.843480613862152,55.29011558235726,21.21071552823843,208021,"57,98","1,24",dolnośląskie,"37,11","35,15","5,15","6,49","14,18"
20803,Kudowa-Zdrój,208000,54.7,9666,4585,5081,34,285.1,100.0,26549.0,2417,75.5,426.5,9666,82,152.59,5.8,5.6,6.1,5808.47,660.4,24.89,99.07,kłodzki,86.0,15.7,17.07,37.24,23.53,16.38,1860.16,21.570453134698944,56.27974343058142,19.6772191185599,208031,"60,94","1,02",dolnośląskie,"39,94","31,80","4,86","7,33","12,89"
20804,Nowa Ruda,208000,54.2,21400,10253,11147,37,577.6,100.0,116660.0,1945,47.0,439.0,4280,129,154.45,6.2,4.7,8.0,4709.9,814.29,32.91,86.14,kłodzki,86.0,15.7,17.07,37.24,23.53,16.38,1860.16,20.177570093457945,56.58411214953271,20.537383177570092,208041,"51,61","1,08",dolnośląskie,"36,26","39,27","5,12","4,75","11,54"
20805,Polanica-Zdrój,208000,61.8,6259,2844,3415,17,363.5,100.0,53669.0,1252,70.3,514.1,3130,219,103.06,5.4,6.2,4.6,7293.82,1029.52,17.73,119.17,kłodzki,86.0,15.7,17.07,37.24,23.53,16.38,1860.16,18.341588113117112,54.673270490493685,23.773765777280715,208051,"62,50","1,18",dolnośląskie,"36,90","37,22","4,29","6,11","12,72"
20806,Bystrzyca Kłodzka,208000,50.9,17947,8644,9303,339,53.0,52.6,99239.0,2991,48.8,444.1,2243,114,1038.7,8.5,7.2,10.0,5838.76,698.27,29.01,89.63,kłodzki,86.0,15.7,17.07,37.24,23.53,16.38,1860.16,21.88109433331476,55.530172173622326,20.27636930963392,208063,"55,72","1,88",dolnośląskie,"48,45","26,18","4,74","8,68","10,27"
20807,Kłodzko,208000,51.3,16803,8277,8526,252,66.3,0.0,20066.0,16803,20.8,380.9,1293,112,510.0,6.6,6.1,7.3,5665.31,694.6,8.25,66.21,kłodzki,86.0,15.7,17.07,37.24,23.53,16.38,1860.16,24.561090281497354,57.50758793072666,16.038802594774744,208072,"51,89","1,84",dolnośląskie,"49,01","20,99","5,36","15,37","7,69"
20808,Lądek-Zdrój,208000,52.1,7817,3735,4082,117,66.7,66.9,38698.0,3909,68.8,439.8,7817,133,987.43,7.3,6.9,7.8,6196.98,711.07,8.66,76.59,kłodzki,86.0,15.7,17.07,37.24,23.53,16.38,1860.16,20.55775873097096,55.94217730587182,21.056671357298196,208083,"54,88","1,66",dolnośląskie,"41,62","29,83","6,17","9,77","11,15"
20809,Lewin Kłodzki,208000,52.8,1971,965,1006,52,37.8,0.0,24121.0,0,58.0,422.6,1971,66,307.86,7.4,7.3,7.6,7477.26,503.53,0.78,84.57,kłodzki,86.0,15.7,17.07,37.24,23.53,16.38,1860.16,25.164890918315574,57.28056823947235,15.880263825469305,208092,"53,21","1,16",dolnośląskie,"41,25","28,08","6,23","6,11","14,92"
20810,Międzylesie,208000,47.1,6956,3473,3483,189,36.9,35.9,28358.0,6956,32.9,408.9,1739,119,676.6,8.5,7.3,10.1,5135.56,580.65,4.25,87.63,kłodzki,86.0,15.7,17.07,37.24,23.53,16.38,1860.16,24.30994824611846,56.29672225416906,17.639447958596897,208103,"53,59","2,41",dolnośląskie,"43,37","29,14","6,38","8,45","10,98"
20811,Nowa Ruda,208000,51.1,10948,5396,5552,140,78.4,0.0,44160.0,10948,0.3,399.4,1369,124,290.0,7.8,6.4,9.4,5732.58,701.94,13.72,92.4,kłodzki,86.0,15.7,17.07,37.24,23.53,16.38,1860.16,22.96309828279138,58.01059554256484,16.77018633540373,208112,"51,63","1,77",dolnośląskie,"42,33","30,88","6,16","6,54","11,52"
20812,Radków,208000,47.0,8670,4344,4326,140,62.0,26.7,30448.0,8670,25.2,364.1,1734,159,177.0,6.6,5.4,8.0,6682.75,662.46,35.22,88.48,kłodzki,86.0,15.7,17.07,37.24,23.53,16.38,1860.16,24.23298731257209,56.897347174163784,16.43598615916955,208123,"50,88","2,06",dolnośląskie,"47,27","29,26","6,46","6,82","7,45"
20813,Stronie Śląskie,208000,52.0,7031,3354,3677,146,48.1,74.0,15486.0,2344,48.0,444.0,7031,79,288.0,8.6,8.7,8.5,4590.86,646.9,22.11,82.44,kłodzki,86.0,15.7,17.07,37.24,23.53,16.38,1860.16,21.490541885933723,57.38870715403215,19.3713554259707,208133,"54,11","1,50",dolnośląskie,"36,46","29,88","8,71","8,71","14,11"
20814,Szczytna,208000,49.6,7043,3421,3622,132,53.2,69.9,18753.0,3522,38.6,382.5,7043,92,203.58,7.7,7.1,8.4,4779.21,688.58,4.66,71.79,kłodzki,86.0,15.7,17.07,37.24,23.53,16.38,1860.16,23.086752804202753,57.13474371716598,17.847508164134602,208143,"52,71","1,37",dolnośląskie,"40,79","28,79","7,87","8,56","11,01"
20901,Chojnów,209000,55.4,12852,6105,6747,5,2415.8,100.0,52696.0,2142,95.4,409.0,12852,91,1.8,8.2,7.5,9.1,4656.12,925.08,51.85,110.46,legnicki,88.3,1.5,18.27,35.14,23.82,17.23,326.65,21.389666977902273,57.975412387177094,18.440709617180207,209011,"55,41","1,04",dolnośląskie,"44,42","23,22","6,41","6,87","15,26"
20902,Chojnów,209000,48.1,9554,4804,4750,231,41.4,0.0,12715.0,0,1.4,347.1,2389,47,201.0,8.0,7.2,9.0,5878.47,860.95,9.99,68.86,legnicki,88.3,1.5,18.27,35.14,23.82,17.23,326.65,26.58572325727444,56.803433117019054,14.737282813481265,209022,"53,76","1,54",dolnośląskie,"55,35","14,40","6,17","10,90","10,30"
20903,Krotoszyce,209000,54.7,3302,1637,1665,67,48.9,0.0,8858.0,0,31.1,326.5,1651,52,163.4,3.7,2.9,4.5,6390.75,963.14,23.63,69.44,legnicki,88.3,1.5,18.27,35.14,23.82,17.23,326.65,26.923076923076923,57.81344639612356,13.597819503331316,209032,"58,54","1,99",dolnośląskie,"55,30","17,42","6,68","7,49","9,32"
20904,Kunice,209000,56.4,7312,3639,3673,93,78.9,0.0,42829.0,7312,75.6,333.8,2437,135,93.4,3.8,3.3,4.4,5975.6,1482.61,131.73,80.12,legnicki,88.3,1.5,18.27,35.14,23.82,17.23,326.65,28.925054704595187,57.029540481400446,12.814551422319475,209042,"65,96","1,30",dolnośląskie,"39,84","26,19","5,89","10,98","14,03"
20905,Legnickie Pole,209000,58.4,5188,2464,2724,85,60.9,0.0,17905.0,0,0.8,326.9,1729,73,38.5,3.2,3.1,3.4,7418.67,915.95,51.37,87.23,legnicki,88.3,1.5,18.27,35.14,23.82,17.23,326.65,25.79028527370856,56.01387818041634,16.59599074787972,209052,"61,29","1,75",dolnośląskie,"53,76","18,18","5,39","10,18","9,79"
20906,Miłkowice,209000,53.6,7058,3470,3588,87,81.5,0.0,14501.0,7058,4.3,336.1,2353,104,90.07,5.2,4.3,6.2,4942.42,883.04,28.65,69.64,legnicki,88.3,1.5,18.27,35.14,23.82,17.23,326.65,27.514876735619154,56.60243695097762,14.083309719467271,209062,"60,70","1,24",dolnośląskie,"47,56","20,28","6,04","9,03","12,79"
20907,Prochowice,209000,53.0,7313,3602,3711,103,71.3,49.0,21315.0,7313,37.9,343.6,2438,94,228.0,4.9,3.6,6.4,5777.06,793.21,59.29,89.32,legnicki,88.3,1.5,18.27,35.14,23.82,17.23,326.65,26.15889511828251,56.611513742650075,15.451934910433474,209073,"57,19","1,88",dolnośląskie,"45,37","17,43","6,00","20,23","8,10"
20908,Ruja,209000,51.4,2459,1249,1210,73,33.5,0.0,9623.0,0,0.2,329.8,2459,84,32.24,5.7,4.1,7.7,6078.52,663.18,0.28,68.14,legnicki,88.3,1.5,18.27,35.14,23.82,17.23,326.65,26.27084180561204,54.49369662464416,16.34810898739325,209082,"46,80","1,79",dolnośląskie,"58,18","12,94","4,28","11,98","10,37"
21001,Lubań,210000,60.9,20167,9485,10682,16,1251.1,100.0,121588.0,2017,90.0,430.4,5042,99,10.66,3.4,3.3,3.5,4776.68,970.22,27.5,110.98,lubański,81.6,13.0,16.41,37.11,26.09,14.52,2070.75,20.796350473545893,55.76436753111519,21.2079139187782,210011,"56,86","0,83",dolnośląskie,"36,01","29,67","6,01","5,79","19,84"
21002,Świeradów-Zdrój,210000,58.7,4129,1929,2200,21,199.3,100.0,21517.0,1376,39.8,488.5,2065,172,19.74,5.5,5.9,5.0,8137.24,746.64,11.6,124.85,lubański,81.6,13.0,16.41,37.11,26.09,14.52,2070.75,22.305643012836036,55.751998062484866,19.738435456527004,210021,"59,59","1,33",dolnośląskie,"35,64","30,30","6,37","6,55","18,77"
21003,Leśna,210000,50.6,9653,4766,4887,105,92.3,43.8,45966.0,4827,27.5,385.2,3218,36,137.44,6.8,6.3,7.5,4901.1,567.42,3.79,75.0,lubański,81.6,13.0,16.41,37.11,26.09,14.52,2070.75,24.386201180980006,56.21050450637107,17.331399564902103,210033,"50,95","1,97",dolnośląskie,"42,60","24,15","6,42","8,28","16,25"
21004,Lubań,210000,50.1,6504,3243,3261,142,45.7,0.0,,0,1.0,298.7,2168,111,209.13,4.7,4.1,5.4,5290.79,744.29,5.36,74.66,lubański,81.6,13.0,16.41,37.11,26.09,14.52,2070.75,27.29089790897909,57.426199261992615,13.837638376383765,210042,"52,30","1,27",dolnośląskie,"44,09","21,19","5,31","12,81","13,61"
21005,Olszyna,210000,51.4,6439,3194,3245,47,136.7,68.0,18740.0,3220,32.7,389.0,3220,96,80.79,5.7,5.2,6.3,5324.04,659.81,13.25,86.39,lubański,81.6,13.0,16.41,37.11,26.09,14.52,2070.75,24.258425221307654,56.949836931200494,16.586426463736608,210053,"50,97","2,03",dolnośląskie,"41,47","18,61","6,98","8,90","21,85"
